split,source_mp4,wav_path,fine_label,mapped_label
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Rk5V5t2ASO8_000268.mp4,train_chunk/Rk5V5t2ASO8_000268-00.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Rk5V5t2ASO8_000268.mp4,train_chunk/Rk5V5t2ASO8_000268-01.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Rk5V5t2ASO8_000268.mp4,train_chunk/Rk5V5t2ASO8_000268-02.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/-L_t4Efb6oo_000030.mp4,train_chunk/-L_t4Efb6oo_000030-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/-L_t4Efb6oo_000030.mp4,train_chunk/-L_t4Efb6oo_000030-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/vHjLKRrwC8o_000116.mp4,train_chunk/vHjLKRrwC8o_000116-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/vHjLKRrwC8o_000116.mp4,train_chunk/vHjLKRrwC8o_000116-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/vHjLKRrwC8o_000116.mp4,train_chunk/vHjLKRrwC8o_000116-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/H4d8oGt_dmc_000030.mp4,train_chunk/H4d8oGt_dmc_000030-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/H4d8oGt_dmc_000030.mp4,train_chunk/H4d8oGt_dmc_000030-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/H4d8oGt_dmc_000030.mp4,train_chunk/H4d8oGt_dmc_000030-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/abs-wuQzR2g_000130.mp4,train_chunk/abs-wuQzR2g_000130-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/abs-wuQzR2g_000130.mp4,train_chunk/abs-wuQzR2g_000130-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/abs-wuQzR2g_000130.mp4,train_chunk/abs-wuQzR2g_000130-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/lfux0vEcsjM_000457.mp4,train_chunk/lfux0vEcsjM_000457-00.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/lfux0vEcsjM_000457.mp4,train_chunk/lfux0vEcsjM_000457-01.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/lfux0vEcsjM_000457.mp4,train_chunk/lfux0vEcsjM_000457-02.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/y-tvnS6eTd8_000013.mp4,train_chunk/y-tvnS6eTd8_000013-00.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/y-tvnS6eTd8_000013.mp4,train_chunk/y-tvnS6eTd8_000013-01.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AnwUnhBvZTE_000560.mp4,train_chunk/AnwUnhBvZTE_000560-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AnwUnhBvZTE_000560.mp4,train_chunk/AnwUnhBvZTE_000560-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AnwUnhBvZTE_000560.mp4,train_chunk/AnwUnhBvZTE_000560-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Lp6JViuKWlo_000020.mp4,train_chunk/Lp6JViuKWlo_000020-00.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Lp6JViuKWlo_000020.mp4,train_chunk/Lp6JViuKWlo_000020-01.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WzijkO_cFF0_000320.mp4,train_chunk/WzijkO_cFF0_000320-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WzijkO_cFF0_000320.mp4,train_chunk/WzijkO_cFF0_000320-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WzijkO_cFF0_000320.mp4,train_chunk/WzijkO_cFF0_000320-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wxiVewmz51A_000218.mp4,train_chunk/wxiVewmz51A_000218-00.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wxiVewmz51A_000218.mp4,train_chunk/wxiVewmz51A_000218-01.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wxiVewmz51A_000218.mp4,train_chunk/wxiVewmz51A_000218-02.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/xMyrlIHV63o_000022.mp4,train_chunk/xMyrlIHV63o_000022-00.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/xMyrlIHV63o_000022.mp4,train_chunk/xMyrlIHV63o_000022-01.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/xMyrlIHV63o_000022.mp4,train_chunk/xMyrlIHV63o_000022-02.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/K7bXcSA736Y_000240.mp4,train_chunk/K7bXcSA736Y_000240-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/K7bXcSA736Y_000240.mp4,train_chunk/K7bXcSA736Y_000240-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/K7bXcSA736Y_000240.mp4,train_chunk/K7bXcSA736Y_000240-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/sPIS8vtVqv4_000016.mp4,train_chunk/sPIS8vtVqv4_000016-00.wav,reversing beeps,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/sPIS8vtVqv4_000016.mp4,train_chunk/sPIS8vtVqv4_000016-01.wav,reversing beeps,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/sPIS8vtVqv4_000016.mp4,train_chunk/sPIS8vtVqv4_000016-02.wav,reversing beeps,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/aIgE5nRA26o_000012.mp4,train_chunk/aIgE5nRA26o_000012-00.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/aIgE5nRA26o_000012.mp4,train_chunk/aIgE5nRA26o_000012-01.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/aIgE5nRA26o_000012.mp4,train_chunk/aIgE5nRA26o_000012-02.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5Yq1xYjkQ2k_000060.mp4,train_chunk/5Yq1xYjkQ2k_000060-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5Yq1xYjkQ2k_000060.mp4,train_chunk/5Yq1xYjkQ2k_000060-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5Yq1xYjkQ2k_000060.mp4,train_chunk/5Yq1xYjkQ2k_000060-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Z8lWZr49syk_000028.mp4,train_chunk/Z8lWZr49syk_000028-00.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Z8lWZr49syk_000028.mp4,train_chunk/Z8lWZr49syk_000028-01.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Qd-o8RAscJk_000013.mp4,train_chunk/Qd-o8RAscJk_000013-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Qd-o8RAscJk_000013.mp4,train_chunk/Qd-o8RAscJk_000013-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Qd-o8RAscJk_000013.mp4,train_chunk/Qd-o8RAscJk_000013-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8JkfVfNTmYs_000062.mp4,train_chunk/8JkfVfNTmYs_000062-00.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8JkfVfNTmYs_000062.mp4,train_chunk/8JkfVfNTmYs_000062-01.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/8JkfVfNTmYs_000062.mp4,train_chunk/8JkfVfNTmYs_000062-02.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/NRedBLUrvmg_000003.mp4,train_chunk/NRedBLUrvmg_000003-00.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/NRedBLUrvmg_000003.mp4,train_chunk/NRedBLUrvmg_000003-01.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/NRedBLUrvmg_000003.mp4,train_chunk/NRedBLUrvmg_000003-02.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/CuazNYNIl5c_000030.mp4,train_chunk/CuazNYNIl5c_000030-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/CuazNYNIl5c_000030.mp4,train_chunk/CuazNYNIl5c_000030-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/CuazNYNIl5c_000030.mp4,train_chunk/CuazNYNIl5c_000030-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/uLz7gC_gBEI_000520.mp4,train_chunk/uLz7gC_gBEI_000520-00.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/uLz7gC_gBEI_000520.mp4,train_chunk/uLz7gC_gBEI_000520-01.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/uLz7gC_gBEI_000520.mp4,train_chunk/uLz7gC_gBEI_000520-02.wav,"race car, auto racing",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/HTcCT2bBOsA_000000.mp4,train_chunk/HTcCT2bBOsA_000000-00.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/HTcCT2bBOsA_000000.mp4,train_chunk/HTcCT2bBOsA_000000-01.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/HTcCT2bBOsA_000000.mp4,train_chunk/HTcCT2bBOsA_000000-02.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/GORjnSWhZeY_000030.mp4,train_chunk/GORjnSWhZeY_000030-00.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/GORjnSWhZeY_000030.mp4,train_chunk/GORjnSWhZeY_000030-01.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/GORjnSWhZeY_000030.mp4,train_chunk/GORjnSWhZeY_000030-02.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/BCDPEwIRz4s_000030.mp4,train_chunk/BCDPEwIRz4s_000030-00.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/BCDPEwIRz4s_000030.mp4,train_chunk/BCDPEwIRz4s_000030-01.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/BCDPEwIRz4s_000030.mp4,train_chunk/BCDPEwIRz4s_000030-02.wav,playing piano,piano
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/w9K_AmeWhlo_000071.mp4,train_chunk/w9K_AmeWhlo_000071-00.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/w9K_AmeWhlo_000071.mp4,train_chunk/w9K_AmeWhlo_000071-01.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/w9K_AmeWhlo_000071.mp4,train_chunk/w9K_AmeWhlo_000071-02.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Q-WEqTikDo0_000000.mp4,train_chunk/Q-WEqTikDo0_000000-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/Q-WEqTikDo0_000000.mp4,train_chunk/Q-WEqTikDo0_000000-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FtK_vfp8po8_000095.mp4,train_chunk/FtK_vfp8po8_000095-00.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FtK_vfp8po8_000095.mp4,train_chunk/FtK_vfp8po8_000095-01.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/FtK_vfp8po8_000095.mp4,train_chunk/FtK_vfp8po8_000095-02.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/6XzmXfelr00_000030.mp4,train_chunk/6XzmXfelr00_000030-00.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/6XzmXfelr00_000030.mp4,train_chunk/6XzmXfelr00_000030-01.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/6XzmXfelr00_000030.mp4,train_chunk/6XzmXfelr00_000030-02.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/HWpsYV7qhP4_000030.mp4,train_chunk/HWpsYV7qhP4_000030-00.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/HWpsYV7qhP4_000030.mp4,train_chunk/HWpsYV7qhP4_000030-01.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/HWpsYV7qhP4_000030.mp4,train_chunk/HWpsYV7qhP4_000030-02.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ZPor2J2OPd8_000020.mp4,train_chunk/ZPor2J2OPd8_000020-00.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ZPor2J2OPd8_000020.mp4,train_chunk/ZPor2J2OPd8_000020-01.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wZj294W4RVU_000151.mp4,train_chunk/wZj294W4RVU_000151-00.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wZj294W4RVU_000151.mp4,train_chunk/wZj294W4RVU_000151-01.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wZj294W4RVU_000151.mp4,train_chunk/wZj294W4RVU_000151-02.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5YYFt6GeimI_000170.mp4,train_chunk/5YYFt6GeimI_000170-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5YYFt6GeimI_000170.mp4,train_chunk/5YYFt6GeimI_000170-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5YYFt6GeimI_000170.mp4,train_chunk/5YYFt6GeimI_000170-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wIJDpwQFliE_000079.mp4,train_chunk/wIJDpwQFliE_000079-00.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wIJDpwQFliE_000079.mp4,train_chunk/wIJDpwQFliE_000079-01.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wIJDpwQFliE_000079.mp4,train_chunk/wIJDpwQFliE_000079-02.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gMfSiuud51Y_000065.mp4,train_chunk/gMfSiuud51Y_000065-00.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gMfSiuud51Y_000065.mp4,train_chunk/gMfSiuud51Y_000065-01.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/gMfSiuud51Y_000065.mp4,train_chunk/gMfSiuud51Y_000065-02.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/k7eZfwDoaIk_000030.mp4,train_chunk/k7eZfwDoaIk_000030-00.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/k7eZfwDoaIk_000030.mp4,train_chunk/k7eZfwDoaIk_000030-01.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/k7eZfwDoaIk_000030.mp4,train_chunk/k7eZfwDoaIk_000030-02.wav,car engine knocking,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/EGAGh17UgzM_000010.mp4,train_chunk/EGAGh17UgzM_000010-00.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/EGAGh17UgzM_000010.mp4,train_chunk/EGAGh17UgzM_000010-01.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/EGAGh17UgzM_000010.mp4,train_chunk/EGAGh17UgzM_000010-02.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/RNbvmqYYjUI_000170.mp4,train_chunk/RNbvmqYYjUI_000170-00.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/RNbvmqYYjUI_000170.mp4,train_chunk/RNbvmqYYjUI_000170-01.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/RNbvmqYYjUI_000170.mp4,train_chunk/RNbvmqYYjUI_000170-02.wav,fire truck siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AROokQkqAQM_000070.mp4,train_chunk/AROokQkqAQM_000070-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AROokQkqAQM_000070.mp4,train_chunk/AROokQkqAQM_000070-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/AROokQkqAQM_000070.mp4,train_chunk/AROokQkqAQM_000070-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/lv7TooCjHzo_000101.mp4,train_chunk/lv7TooCjHzo_000101-00.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/lv7TooCjHzo_000101.mp4,train_chunk/lv7TooCjHzo_000101-01.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/lv7TooCjHzo_000101.mp4,train_chunk/lv7TooCjHzo_000101-02.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/1EwxgCbN2Ko_000030.mp4,train_chunk/1EwxgCbN2Ko_000030-00.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/1EwxgCbN2Ko_000030.mp4,train_chunk/1EwxgCbN2Ko_000030-01.wav,"engine accelerating, revving, vroom",engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/0HKSS5t2_Cs_000030.mp4,train_chunk/0HKSS5t2_Cs_000030-00.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/0HKSS5t2_Cs_000030.mp4,train_chunk/0HKSS5t2_Cs_000030-01.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/0HKSS5t2_Cs_000030.mp4,train_chunk/0HKSS5t2_Cs_000030-02.wav,car engine starting,engine
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/7tcquNKPy_A_000099.mp4,train_chunk/7tcquNKPy_A_000099-00.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/7tcquNKPy_A_000099.mp4,train_chunk/7tcquNKPy_A_000099-01.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/7tcquNKPy_A_000099.mp4,train_chunk/7tcquNKPy_A_000099-02.wav,rapping,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nYpQlXsdaxg_000030.mp4,train_chunk/nYpQlXsdaxg_000030-00.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nYpQlXsdaxg_000030.mp4,train_chunk/nYpQlXsdaxg_000030-01.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nYpQlXsdaxg_000030.mp4,train_chunk/nYpQlXsdaxg_000030-02.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WRunh8p9cfI_000050.mp4,train_chunk/WRunh8p9cfI_000050-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WRunh8p9cfI_000050.mp4,train_chunk/WRunh8p9cfI_000050-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/WRunh8p9cfI_000050.mp4,train_chunk/WRunh8p9cfI_000050-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/CrrvbsppsVY_000047.mp4,train_chunk/CrrvbsppsVY_000047-00.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/CrrvbsppsVY_000047.mp4,train_chunk/CrrvbsppsVY_000047-01.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/CrrvbsppsVY_000047.mp4,train_chunk/CrrvbsppsVY_000047-02.wav,fire crackling,fire
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/VwX-evJSoH8_000251.mp4,train_chunk/VwX-evJSoH8_000251-00.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/VwX-evJSoH8_000251.mp4,train_chunk/VwX-evJSoH8_000251-01.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/VwX-evJSoH8_000251.mp4,train_chunk/VwX-evJSoH8_000251-02.wav,smoke detector beeping,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wUhLrRvhwzU_000015.mp4,train_chunk/wUhLrRvhwzU_000015-00.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wUhLrRvhwzU_000015.mp4,train_chunk/wUhLrRvhwzU_000015-01.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/wUhLrRvhwzU_000015.mp4,train_chunk/wUhLrRvhwzU_000015-02.wav,tap dancing,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/kgoH_XoX-6M_000003.mp4,train_chunk/kgoH_XoX-6M_000003-00.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/kgoH_XoX-6M_000003.mp4,train_chunk/kgoH_XoX-6M_000003-01.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/kgoH_XoX-6M_000003.mp4,train_chunk/kgoH_XoX-6M_000003-02.wav,police car (siren),alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/iKyCsb-Tgmg_000030.mp4,train_chunk/iKyCsb-Tgmg_000030-00.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/iKyCsb-Tgmg_000030.mp4,train_chunk/iKyCsb-Tgmg_000030-01.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/iKyCsb-Tgmg_000030.mp4,train_chunk/iKyCsb-Tgmg_000030-02.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/DHapCRPNc1M_000030.mp4,train_chunk/DHapCRPNc1M_000030-00.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/DHapCRPNc1M_000030.mp4,train_chunk/DHapCRPNc1M_000030-01.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/DHapCRPNc1M_000030.mp4,train_chunk/DHapCRPNc1M_000030-02.wav,"female speech, woman speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/yvLHSLnRm9M_000030.mp4,train_chunk/yvLHSLnRm9M_000030-00.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/yvLHSLnRm9M_000030.mp4,train_chunk/yvLHSLnRm9M_000030-01.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/yvLHSLnRm9M_000030.mp4,train_chunk/yvLHSLnRm9M_000030-02.wav,baby crying,baby_cry
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/58ajs6se3HQ_000050.mp4,train_chunk/58ajs6se3HQ_000050-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/58ajs6se3HQ_000050.mp4,train_chunk/58ajs6se3HQ_000050-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/58ajs6se3HQ_000050.mp4,train_chunk/58ajs6se3HQ_000050-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ivnw8o6g07k_000045.mp4,train_chunk/ivnw8o6g07k_000045-00.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ivnw8o6g07k_000045.mp4,train_chunk/ivnw8o6g07k_000045-01.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/ivnw8o6g07k_000045.mp4,train_chunk/ivnw8o6g07k_000045-02.wav,ambulance siren,alarm
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nKdPjkVUbzc_000210.mp4,train_chunk/nKdPjkVUbzc_000210-00.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nKdPjkVUbzc_000210.mp4,train_chunk/nKdPjkVUbzc_000210-01.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/nKdPjkVUbzc_000210.mp4,train_chunk/nKdPjkVUbzc_000210-02.wav,people whispering,speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5tUqbIVg8o8_000044.mp4,train_chunk/5tUqbIVg8o8_000044-00.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5tUqbIVg8o8_000044.mp4,train_chunk/5tUqbIVg8o8_000044-01.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/5tUqbIVg8o8_000044.mp4,train_chunk/5tUqbIVg8o8_000044-02.wav,people marching,footsteps
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/83ZAteBF-iY_000030.mp4,train_chunk/83ZAteBF-iY_000030-00.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/83ZAteBF-iY_000030.mp4,train_chunk/83ZAteBF-iY_000030-01.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/83ZAteBF-iY_000030.mp4,train_chunk/83ZAteBF-iY_000030-02.wav,"male speech, man speaking",speech
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/mq7eh1p9m4Y_000030.mp4,train_chunk/mq7eh1p9m4Y_000030-00.wav,dog barking,dog_bark
train,/home/wakamatsu/DataSets2/VGG_Sub10/video/mq7eh1p9m4Y_000030.mp4,train_chunk/mq7eh1p9m4Y_000030-01.wav,dog barking,dog_bark
